,PassengerGroup,HomePlanet,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,55 Cancri e,PSO J318.5-22,TRAPPIST-1e
6694,7061,Earth,0.0,G/1156/S,16.0,0.0,4.0,1666.0,0.0,35.0,40.0,1,0,0,1
6695,7062,Earth,0.0,F/1464/P,21.0,0.0,0.0,13.0,0.0,720.0,170.0,-1,0,0,1
6696,7068,Earth,0.0,F/1350/S,45.0,0.0,0.0,0.0,0.0,0.0,595.0,-1,0,1,0
6697,7069,Earth,0.0,E/472/S,22.0,0.0,0.0,125.0,0.0,663.0,0.0,-1,0,0,1
6698,7069,Earth,1.0,G/1159/S,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0
6699,7069,Earth,0.0,G/1159/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6700,7071,Earth,0.0,G/1160/S,63.0,0.0,526.0,2.0,0.0,0.0,0.0,-1,0,1,0
6701,7072,Earth,0.0,F/1351/S,56.0,0.0,1.0,2.0,0.0,102.0,304.8547912992357,-1,0,1,0
6702,7073,Earth,1.0,G/1161/S,40.0,0.0,0.0,0.0,0.0,0.0,304.8547912992357,1,0,0,1
6703,7074,Earth,1.0,G/1162/S,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6704,7074,Earth,0.0,F/1352/S,24.0,0.0,0.0,458.0772032902468,3.0,797.0,5.0,-1,0,0,1
6705,7077,Earth,0.0,F/1353/S,36.0,0.0,21.0,0.0,844.0,0.0,0.0,-1,0,0,1
6706,7078,Earth,0.0,G/1163/S,13.0,0.0,244.0,0.0,100.0,423.0,14.0,-1,0,0,1
6707,7079,Earth,0.0,F/1354/S,13.0,0.0,0.0,722.0,0.0,37.0,8.0,-1,1,0,0
6708,7080,Earth,1.0,G/1140/P,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
6709,7082,Earth,0.0,E/473/S,44.0,0.0,143.0,47.0,0.0,717.0,87.0,-1,0,0,1
6710,7083,Europa,1.0,C/259/S,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6711,7083,Europa,0.0,C/259/S,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
6712,7084,Earth,0.0,F/1355/S,26.0,0.0,0.0,158.0,0.0,0.0,912.0,-1,1,0,0
6713,7085,Mars,0.0,F/1466/P,62.0,0.0,453.0,1.0,1911.0,0.0,0.0,-1,0,0,1
6714,7085,Mars,1.0,F/1466/P,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
6715,7085,Mars,1.0,F/1466/P,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6716,7086,Earth,0.0,F/1467/P,24.0,0.0,590.0,0.0,1.0,168.0,16.0,-1,0,0,1
6717,7087,Earth,1.0,G/1141/P,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6718,7088,Earth,0.0,F/1468/P,63.0,0.0,0.0,742.0,0.0,125.0,3.0,-1,0,0,1
6719,7089,Europa,0.0,D/218/S,20.0,0.0,1040.0,2487.0,0.0,174.0,182.0,1,0,0,1
6720,7090,Earth,0.0,F/1469/P,15.0,0.0,0.0,610.0,267.0,311.1387779083431,0.0,-1,0,0,1
6721,7091,Earth,1.0,G/1142/P,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6722,7092,Earth,0.0,F/1470/P,24.0,0.0,61.0,397.0,185.0,1.0,0.0,1,0,0,1
6723,7093,Earth,1.0,G/1143/P,32.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
6724,7094,Europa,0.0,E/454/P,36.0,0.0,10.0,2478.0,2080.0,19.0,328.0,1,0,0,1
6725,7095,Earth,1.0,G/1144/P,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
6726,7096,Europa,1.0,C/260/S,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6727,7096,Europa,0.0,C/260/S,27.0,0.0,0.0,14.0,0.0,0.0,2325.0,-1,0,0,1
6728,7096,Europa,1.0,C/260/S,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6729,7097,Europa,0.0,A/75/P,27.0,0.0,0.0,44.0,4761.0,5.0,41.0,1,1,0,0
6730,7097,Europa,0.0,A/75/P,14.0,0.0,0.0,3124.0,40.0,219.0,189.0,-1,0,0,1
6731,7097,Europa,0.0,A/75/P,32.0,1.0,527.0,1863.0,0.0,417.0,2905.0,-1,0,0,1
6732,7097,Europa,0.0,A/75/P,33.0,1.0,0.0,16.0,12.0,2349.0,12.0,-1,1,0,0
6733,7098,Earth,0.0,F/1356/S,35.0,0.0,3.0,0.0,651.0,0.0,78.0,1,0,0,1
6734,7099,Earth,0.0,F/1471/P,21.0,0.0,301.0,458.0772032902468,19.0,0.0,0.0,-1,1,0,0
6735,7104,Earth,0.0,C/228/P,57.0,0.0,906.0,22.0,0.0,8293.0,391.0,-1,0,0,1
6736,7104,Europa,0.0,C/228/P,42.0,0.0,159.0,4387.0,2.0,3.0,485.0,1,0,0,1
6737,7105,Earth,0.0,F/1473/P,20.0,0.0,0.0,6.0,552.0,20.0,0.0,1,1,0,0
6738,7106,Mars,1.0,F/1357/S,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6739,7109,Europa,0.0,B/268/S,49.0,0.0,0.0,7683.0,0.0,13016.0,0.0,-1,1,0,0
6740,7110,Earth,0.0,F/1358/S,23.0,0.0,0.0,3.0,0.0,0.0,546.0,-1,0,1,0
6741,7111,Mars,0.0,F/1359/S,24.0,0.0,1058.0,0.0,0.0,280.0,0.0,-1,0,0,1
6742,7113,Earth,0.0,F/1361/S,24.0,0.0,0.0,0.0,0.0,0.0,757.0,-1,0,0,1
6743,7113,Earth,0.0,F/1361/S,23.0,0.0,9.0,1.0,0.0,492.0,109.0,1,1,0,0
6744,7114,Earth,0.0,F/1362/S,24.0,0.0,0.0,489.0,21.0,0.0,184.0,-1,0,0,1
6745,7116,Earth,1.0,G/1146/P,26.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0
6746,7117,Europa,1.0,B/236/P,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
6747,7118,Earth,0.0,F/1475/P,17.0,0.0,0.0,1381.0,2.0,0.0,0.0,-1,0,1,0
6748,7119,Earth,0.0,F/1476/P,20.0,0.0,415.0,479.0,0.0,1019.0,239.0,-1,0,0,1
6749,7120,Earth,0.0,F/1363/S,22.0,0.0,0.0,0.0,0.0,0.0,1201.0,-1,0,0,1
6750,7121,Europa,1.0,B/269/S,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
6751,7121,Europa,1.0,B/269/S,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
6752,7126,Earth,0.0,F/1366/S,29.0,0.0,3.0,0.0,664.0,683.0,34.0,-1,0,0,1
6753,7127,Europa,0.0,B/237/P,28.82793046746535,0.0,0.0,4155.0,0.0,1368.0,42.0,-1,0,0,1
6754,7127,Europa,1.0,B/237/P,31.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,0,0,1
6755,7128,Europa,0.0,B/238/P,37.0,0.0,1.0,4462.0,1.0,9206.0,3.0,-1,1,0,0
6756,7128,Europa,0.0,B/238/P,44.0,0.0,0.0,4322.0,3.0,153.0,52.0,1,1,0,0
6757,7128,Europa,0.0,B/238/P,34.0,0.0,0.0,2612.0,1.0,131.0,2714.0,-1,1,0,0
6758,7132,Earth,0.0,G/1165/S,23.0,0.0,602.0,0.0,0.0,0.0,24.0,-1,1,0,0
6759,7133,Earth,0.0,F/1368/S,18.0,0.0,457.0,0.0,11.0,335.0,0.0,-1,0,0,1
6760,7134,Earth,1.0,G/1148/P,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
6761,7137,Earth,0.0,F/1479/P,23.0,0.0,224.687617481203,134.0,482.0,311.1387779083431,27.0,-1,0,0,1
6762,7140,Earth,0.0,F/1371/S,18.0,0.0,0.0,10.0,0.0,0.0,738.0,-1,0,0,1
6763,7142,Mars,0.0,E/474/S,22.0,0.0,0.0,0.0,1128.0,0.0,45.0,-1,0,0,1
6764,7142,Mars,0.0,E/474/S,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6765,7142,Mars,1.0,E/474/S,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
6766,7143,Mars,0.0,F/1372/S,31.0,0.0,907.0,0.0,437.0,2.0,0.0,-1,0,0,1
6767,7144,Earth,1.0,G/1150/P,48.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
6768,7148,Europa,0.0,A/87/S,51.0,1.0,0.0,287.0,0.0,1442.0,66.0,1,1,0,0
6769,7149,Mars,1.0,F/1482/P,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
6770,7151,Mars,0.0,E/459/P,32.0,0.0,288.0,0.0,592.0,670.0,40.0,-1,0,0,1
6771,7152,Earth,0.0,G/1167/S,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6772,7152,Earth,1.0,G/1167/S,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
6773,7155,Earth,0.0,F/1375/S,28.0,0.0,0.0,0.0,0.0,669.0,16.0,-1,0,1,0
6774,7156,Mars,0.0,E/475/S,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6775,7156,Mars,0.0,E/475/S,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6776,7156,Mars,1.0,E/475/S,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6777,7156,Mars,0.0,E/475/S,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6778,7157,Mars,1.0,,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6779,7157,Mars,0.0,D/219/S,33.0,0.0,1631.0,0.0,754.0,0.0,0.0,-1,0,0,1
6780,7159,Europa,1.0,C/263/S,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
6781,7160,Earth,1.0,G/1152/P,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6782,7161,Europa,0.0,E/476/S,33.0,0.0,0.0,3624.0,0.0,1537.0,498.0,-1,0,0,1
6783,7162,Earth,0.0,F/1485/P,65.0,0.0,43.0,21.0,22.0,50.0,731.0,-1,0,0,1
6784,7165,Mars,1.0,F/1377/S,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6785,7166,Mars,0.0,F/1378/S,19.0,0.0,862.0,0.0,5.0,2032.0,0.0,-1,0,0,1
6786,7167,Europa,0.0,B/270/S,33.0,0.0,0.0,3676.0,0.0,1743.0,1.0,1,1,0,0
6787,7168,Earth,0.0,G/1168/S,28.82793046746535,0.0,0.0,11.0,793.0,0.0,84.0,1,0,0,1
6788,7170,Earth,1.0,G/1154/P,31.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0
6789,7171,Earth,1.0,G/1155/P,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6790,7173,Earth,1.0,G/1156/P,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
6791,7175,Earth,0.0,F/1486/P,18.0,0.0,0.0,0.0,773.0,0.0,4.0,-1,0,0,1
6792,7176,Europa,1.0,C/232/P,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
6793,7176,Europa,0.0,C/232/P,26.0,0.0,0.0,6050.0,0.0,662.0,920.0,-1,0,0,1
6794,7176,Europa,0.0,C/232/P,25.0,0.0,0.0,3590.0,0.0,27.0,0.0,1,0,0,1
6795,7177,Earth,0.0,F/1380/S,38.0,0.0,102.0,12.0,14.0,669.0,0.0,-1,0,0,1
6796,7179,Earth,0.0,E/460/P,53.0,0.0,3.0,2251.0,0.0,95.0,12.0,1,0,0,1
6797,7180,Earth,0.0,E/478/S,38.0,0.0,0.0,338.0,0.0,453.0,0.0,-1,0,0,1
6798,7181,Mars,1.0,F/1488/P,28.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,0,0,1
6799,7182,Earth,0.0,,46.0,0.0,438.0,283.0,944.0,0.0,355.0,-1,0,0,1
6800,7184,Earth,0.0,G/1170/S,18.0,0.0,3.0,688.0,0.0,0.0,23.0,1,0,0,1
6801,7186,Europa,1.0,E/461/P,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6802,7186,Europa,0.0,E/461/P,32.0,0.0,0.0,1369.0,29.0,662.0,22.0,-1,0,0,1
6803,7186,Europa,0.0,E/461/P,44.0,0.0,0.0,0.0,16.0,72.0,4304.0,-1,0,0,1
6804,7187,Earth,1.0,G/1158/P,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
6805,7188,Europa,0.0,C/233/P,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6806,7188,Europa,0.0,C/233/P,28.0,0.0,0.0,2896.0,46.0,5248.0,8169.0,-1,0,0,1
6807,7188,Europa,1.0,C/233/P,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6808,7189,Europa,1.0,C/234/P,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6809,7190,Earth,1.0,G/1171/S,14.0,0.0,0.0,0.0,0.0,311.1387779083431,0.0,1,1,0,0
6810,7191,Earth,0.0,F/1490/P,14.0,0.0,0.0,0.0,766.0,0.0,0.0,-1,0,0,1
6811,7192,Earth,1.0,G/1172/S,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6812,7193,Earth,0.0,F/1381/S,35.0,0.0,150.0,0.0,96.0,638.0,0.0,1,0,0,1
6813,7194,Earth,0.0,F/1382/S,36.0,0.0,0.0,129.0,0.0,177.0,444.0,-1,0,0,1
6814,7197,Mars,0.0,F/1383/S,51.0,0.0,106.0,1942.0,115.0,311.1387779083431,0.0,-1,0,0,1
6815,7199,Earth,0.0,G/1174/S,54.0,0.0,1.0,0.0,109.0,311.1387779083431,1.0,-1,0,0,1
6816,7200,Europa,0.0,C/264/S,37.0,0.0,300.0,3434.0,0.0,1.0,171.0,1,0,0,1
6817,7202,Earth,0.0,E/462/P,37.0,0.0,541.0,38.0,713.0,316.0,0.0,-1,0,0,1
6818,7203,Earth,0.0,E/463/P,24.0,0.0,1.0,194.0,0.0,0.0,632.0,1,0,0,1
6819,7205,Mars,0.0,F/1386/S,28.82793046746535,0.0,1030.0,0.0,158.0,0.0,28.0,-1,0,0,1
6820,7206,Earth,0.0,F/1387/S,38.0,0.0,622.0,1319.0,42.0,1.0,444.0,-1,0,0,1
6821,7207,Earth,1.0,G/1160/P,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6822,7208,Earth,0.0,G/1161/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6823,7208,Earth,0.0,F/1492/P,16.0,0.0,23.0,479.0,0.0,0.0,373.0,-1,0,0,1
6824,7210,Earth,0.0,F/1493/P,25.0,0.0,0.0,0.0,879.0,0.0,0.0,-1,0,0,1
6825,7214,Earth,0.0,F/1389/S,22.0,0.0,30.0,0.0,690.0,41.0,0.0,1,1,0,0
6826,7215,Mars,1.0,F/1494/P,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6827,7216,Earth,0.0,E/464/P,37.0,0.0,501.0,0.0,179.0,1.0,0.0,1,0,1,0
6828,7217,Mars,0.0,F/1495/P,21.0,0.0,21.0,0.0,874.0,226.0,0.0,1,0,0,1
6829,7218,Europa,0.0,B/271/S,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6830,7219,Europa,0.0,C/235/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6831,7219,Europa,1.0,C/235/P,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
6832,7219,Europa,1.0,C/235/P,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6833,7219,Europa,0.0,,24.0,0.0,0.0,2921.0,5.0,795.0,3155.0,-1,0,0,1
6834,7219,Europa,1.0,C/235/P,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6835,7219,Europa,0.0,C/235/P,32.0,0.0,0.0,163.0,0.0,6953.0,50.0,-1,0,0,1
6836,7221,Europa,0.0,B/239/P,54.0,1.0,0.0,316.0,1.0,2038.0,388.0,-1,1,0,0
6837,7224,Earth,1.0,G/1175/S,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6838,7225,Europa,0.0,A/77/P,37.0,0.0,0.0,1379.0,130.0,1488.0,75.0,-1,1,0,0
6839,7226,Mars,0.0,E/481/S,20.0,0.0,3191.0,0.0,211.0,21.0,117.0,-1,0,0,1
6840,7227,Mars,0.0,F/1497/P,22.0,0.0,741.0,0.0,1028.0,0.0,0.0,-1,0,0,1
6841,7229,Earth,0.0,F/1391/S,57.0,0.0,0.0,1.0,0.0,664.0,19.0,-1,0,1,0
6842,7230,Earth,1.0,G/1177/S,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6843,7232,Europa,0.0,B/240/P,51.0,0.0,0.0,980.0,273.0,2775.0,419.0,-1,0,0,1
6844,7233,Mars,1.0,E/465/P,47.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
6845,7234,Earth,0.0,G/1163/P,22.0,0.0,593.0,34.0,0.0,0.0,0.0,-1,0,0,1
6846,7235,Europa,0.0,B/241/P,36.0,0.0,0.0,1606.0,511.0,89.0,2220.0,-1,0,0,1
6847,7236,Earth,1.0,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6848,7238,Mars,0.0,F/1499/P,60.0,0.0,180.0,0.0,414.0,1181.0,0.0,-1,0,0,1
6849,7240,Mars,0.0,F/1392/S,39.0,0.0,197.0,0.0,2401.0,0.0,0.0,1,0,0,1
6850,7240,Mars,0.0,F/1392/S,18.0,0.0,49.0,0.0,2885.0,1.0,0.0,1,0,0,1
6851,7242,Europa,1.0,B/273/S,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
6852,7246,Mars,0.0,F/1395/S,45.0,0.0,1781.0,0.0,17.0,0.0,23.0,-1,0,0,1
6853,7247,Earth,0.0,F/1396/S,30.0,0.0,0.0,0.0,0.0,0.0,1150.0,-1,0,0,1
6854,7249,Earth,0.0,E/482/S,21.0,0.0,1046.0,1.0,0.0,1.0,0.0,-1,0,0,1
6855,7249,Mars,0.0,F/1397/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6856,7250,Mars,0.0,F/1501/P,51.0,0.0,40.0,716.0,1907.0,0.0,0.0,1,1,0,0
6857,7252,Mars,0.0,E/466/P,22.0,0.0,100.0,0.0,1050.0,0.0,23.0,-1,0,0,1
6858,7253,Europa,0.0,D/225/P,26.0,0.0,0.0,896.0,0.0,690.0,1.0,1,0,0,1
6859,7255,Earth,0.0,G/1166/P,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
6860,7256,Earth,0.0,E/484/S,21.0,0.0,42.0,606.0,1.0,38.0,100.0,-1,0,0,1
6861,7257,Earth,1.0,G/1167/P,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
6862,7257,Earth,0.0,E/467/P,28.82793046746535,0.0,0.0,1.0,12.0,0.0,779.0,-1,0,0,1
6863,7258,Earth,0.0,F/1502/P,43.0,0.0,473.0,1390.0,0.0,0.0,0.0,1,0,0,1
6864,7259,Earth,0.0,F/1503/P,22.0,0.0,28.0,194.0,2.0,0.0,370.0,1,0,1,0
6865,7260,Earth,0.0,F/1398/S,22.0,0.0,401.0,0.0,196.0,0.0,126.0,-1,0,0,1
6866,7261,Earth,1.0,G/1168/P,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
6867,7267,Europa,1.0,C/265/S,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6868,7267,Europa,0.0,C/265/S,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6869,7268,Earth,0.0,E/468/P,30.0,0.0,0.0,0.0,0.0,27.0,764.0,-1,0,0,1
6870,7270,Earth,1.0,G/1170/P,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6871,7271,Earth,0.0,G/1171/P,21.0,0.0,61.0,201.0,222.0,161.0,60.0,-1,1,0,0
6872,7273,Earth,0.0,G/1183/S,36.0,0.0,207.0,0.0,450.0,94.0,0.0,1,1,0,0
6873,7274,Earth,0.0,F/1506/P,13.0,0.0,305.0,582.0,12.0,19.0,0.0,-1,0,0,1
6874,7276,Earth,0.0,F/1507/P,22.0,0.0,0.0,642.0,0.0,52.0,0.0,-1,1,0,0
6875,7277,Earth,1.0,G/1184/S,36.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,0,0,1
6876,7278,Earth,0.0,E/485/S,17.0,0.0,224.687617481203,188.0,795.0,0.0,0.0,1,0,0,1
6877,7279,Europa,1.0,C/236/P,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
6878,7280,Mars,0.0,F/1508/P,34.0,0.0,5959.0,0.0,3.0,0.0,0.0,-1,0,0,1
6879,7283,Mars,0.0,F/1509/P,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6880,7284,Earth,0.0,G/1174/P,17.0,0.0,224.687617481203,647.0,49.0,74.0,0.0,-1,0,0,1
6881,7285,Earth,1.0,G/1185/S,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
6882,7289,Europa,0.0,A/78/P,52.0,0.0,360.0,1314.0,8.0,641.0,66.0,1,1,0,0
6883,7290,Europa,1.0,D/227/P,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
6884,7290,Europa,1.0,D/227/P,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
6885,7290,Europa,1.0,D/227/P,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
6886,7290,Europa,0.0,D/227/P,36.0,0.0,83.0,1186.0,0.0,2160.0,736.0,-1,0,0,1
6887,7290,Europa,0.0,D/227/P,36.0,0.0,31.0,3585.0,31.0,1400.0,0.0,-1,0,0,1
6888,7292,Mars,0.0,D/220/S,21.0,0.0,224.687617481203,0.0,0.0,1.0,378.0,-1,1,0,0
6889,7296,Mars,0.0,D/228/P,33.0,0.0,627.0,0.0,171.0,254.0,130.0,-1,0,0,1
6890,7297,Earth,0.0,G/1188/S,40.0,0.0,678.0,0.0,229.0,0.0,0.0,-1,0,0,1
6891,7298,Earth,0.0,F/1510/P,24.0,0.0,185.0,0.0,478.0,29.0,0.0,1,0,0,1
6892,7300,Earth,0.0,G/1189/S,35.0,0.0,0.0,0.0,885.0,0.0,0.0,1,0,0,1
6893,7301,Mars,1.0,F/1511/P,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6894,7302,Mars,0.0,E/486/S,33.0,0.0,728.0,0.0,285.0,0.0,0.0,-1,0,0,1
6895,7303,Earth,0.0,E/487/S,51.0,0.0,3.0,33.0,12.0,38.0,896.0,-1,0,0,1
6896,7304,Mars,1.0,F/1512/P,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6897,7305,Earth,1.0,G/1190/S,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6898,7306,Earth,0.0,E/471/P,26.0,0.0,1.0,0.0,0.0,0.0,718.0,1,1,0,0
6899,7307,Earth,0.0,F/1405/S,39.0,0.0,19.0,102.0,0.0,678.0,0.0,-1,0,0,1
6900,7309,Mars,0.0,F/1513/P,14.0,0.0,738.0,5.0,297.0,0.0,0.0,-1,0,0,1
6901,7310,Mars,0.0,D/229/P,28.0,0.0,1059.0,0.0,6.0,117.0,0.0,-1,0,0,1
6902,7311,Earth,0.0,F/1514/P,18.0,0.0,0.0,949.0,0.0,0.0,0.0,-1,0,0,1
6903,7313,Mars,0.0,D/231/P,41.0,0.0,2754.0,398.0,21.0,0.0,0.0,-1,0,0,1
6904,7314,Europa,0.0,C/237/P,33.0,0.0,0.0,0.0,0.0,311.1387779083431,0.0,1,0,0,1
6905,7320,Earth,0.0,F/1517/P,26.0,0.0,814.0,0.0,29.0,16.0,181.0,-1,0,0,1
6906,7321,Mars,1.0,F/1518/P,31.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,0,0,1
6907,7322,Earth,0.0,F/1408/S,63.0,0.0,0.0,0.0,424.0,0.0,2027.0,-1,0,0,1
6908,7323,Earth,0.0,F/1409/S,30.0,0.0,0.0,0.0,547.0,311.1387779083431,423.0,-1,0,0,1
6909,7324,Europa,0.0,C/238/P,27.0,0.0,15.0,2886.0,0.0,249.0,71.0,1,0,0,1
6910,7326,Earth,0.0,F/1519/P,47.0,0.0,2916.0,0.0,14.0,63.0,0.0,-1,0,0,1
6911,7327,Mars,0.0,F/1520/P,37.0,0.0,1413.0,0.0,584.0,3.0,0.0,1,0,0,1
6912,7328,Earth,0.0,F/1410/S,14.0,0.0,399.0,22.0,458.0,506.0,187.0,-1,0,0,1
6913,7330,Earth,0.0,C/268/S,27.0,0.0,0.0,63.0,8.0,129.0,2960.0,-1,0,0,1
6914,7331,Mars,0.0,D/232/P,61.0,0.0,1711.0,0.0,0.0,0.0,8.0,-1,0,0,1
6915,7332,Earth,0.0,E/488/S,39.0,0.0,2.0,0.0,0.0,2.0,787.0,-1,0,0,1
6916,7334,Earth,0.0,E/490/S,22.0,0.0,0.0,0.0,787.0,1.0,304.8547912992357,-1,0,0,1
6917,7336,Earth,0.0,F/1411/S,30.0,0.0,2.0,0.0,5.0,1.0,962.0,-1,0,0,1
6918,7336,Earth,0.0,F/1411/S,26.0,0.0,0.0,0.0,902.0,0.0,0.0,-1,0,0,1
6919,7337,Europa,0.0,A/89/S,25.0,0.0,0.0,115.0,0.0,1823.0,4041.0,-1,0,0,1
6920,7338,Mars,0.0,D/233/P,42.0,0.0,1318.0,0.0,1386.0,311.1387779083431,304.8547912992357,-1,0,0,1
6921,7339,Europa,0.0,E/474/P,33.0,0.0,0.0,2107.0,0.0,15586.0,473.0,-1,0,0,1
6922,7340,Europa,0.0,E/475/P,60.0,0.0,0.0,307.0,0.0,484.0,1967.0,-1,0,0,1
6923,7341,Earth,1.0,G/1191/S,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
6924,7342,Earth,0.0,G/1178/P,50.0,0.0,0.0,185.0,0.0,1.0,558.0,1,0,0,1
6925,7343,Earth,0.0,F/1412/S,22.0,0.0,0.0,0.0,1.0,95.0,605.0,-1,0,0,1
6926,7344,Earth,0.0,F/1413/S,15.0,0.0,0.0,0.0,9.0,0.0,952.0,-1,0,1,0
6927,7346,Mars,0.0,E/476/P,27.0,0.0,0.0,0.0,0.0,0.0,304.8547912992357,-1,0,0,1
6928,7347,Earth,0.0,G/1179/P,58.0,0.0,0.0,435.0,2.0,0.0,239.0,-1,1,0,0
6929,7350,Earth,1.0,G/1192/S,48.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,0,0,1
6930,7351,Europa,1.0,D/221/S,36.0,0.0,0.0,0.0,0.0,311.1387779083431,0.0,1,1,0,0
6931,7353,Europa,0.0,C/269/S,60.0,0.0,0.0,3435.0,0.0,5458.0,10.0,-1,0,0,1
6932,7353,Europa,1.0,C/269/S,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
6933,7353,Europa,0.0,,58.0,0.0,0.0,1386.0,2.0,128.0,2577.0,1,0,0,1
