,PassengerGroup,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,55 Cancri e,PSO J318.5-22,TRAPPIST-1e,Earth,Europa,Mars,cabinsides,cabindeck,cabinnumber
7023,7478,0.0,56.0,0.0,0.0,5711.0,0.0,0.0,50.0,1,0,0,1,0,1,0,1,3,276
7024,7479,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,1429
7025,7481,0.0,46.0,0.0,0.0,0.0,1.0,0.0,1778.0,-1,0,0,1,1,0,0,1,7,1215
7026,7483,0.0,43.0,0.0,244.0,0.0,358.0,160.0,800.0,1,0,1,0,0,0,1,0,5,485
7027,7484,0.0,25.0,0.0,0.0,1435.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,7,1209
7028,7485,0.0,26.0,0.0,36.0,2285.0,0.0,2287.0,159.0,-1,0,0,1,0,1,0,1,6,82
7029,7486,0.0,14.0,0.0,0.0,184.0,16.0,1234.0,0.0,-1,1,0,0,1,0,0,0,7,1210
7030,7487,0.0,63.0,0.0,174.0,282.0,321.0,8.0,0.0,1,0,0,1,1,0,0,1,7,1216
7031,7488,0.0,29.0,0.0,558.0,0.0,386.0,355.0,0.0,-1,0,0,1,0,0,1,0,5,486
7032,7488,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,5,486
7033,7490,1.0,15.0,0.0,0.0,0.0,0.0,311.1387779083431,0.0,1,0,0,1,1,0,0,1,7,1217
7034,7492,0.0,19.0,0.0,193.0,0.0,2956.0,0.0,0.0,1,0,0,1,0,0,1,1,4,224
7035,7494,0.0,53.0,0.0,2.0,794.0,425.0,0.0,397.0,-1,0,0,1,1,0,0,0,5,487
7036,7495,0.0,45.0,0.0,2.0,36.0,1110.0,9.0,0.0,-1,0,0,1,0,0,1,1,6,1431
7037,7496,0.0,41.0,0.0,0.0,2383.0,0.0,2.0,97.0,1,1,0,0,0,1,0,1,3,278
7038,7498,0.0,68.0,1.0,523.0,0.0,859.0,201.0,782.0,-1,0,0,1,0,0,1,0,6,1550
7039,7498,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,1550
7040,7498,0.0,27.0,1.0,30.0,0.0,910.0,0.0,0.0,1,0,0,1,0,0,1,0,6,1550
7041,7499,0.0,20.0,0.0,30.0,132.0,1121.0,0.0,0.0,1,1,0,0,1,0,0,0,6,1551
7042,7500,0.0,54.0,1.0,1770.0,7.0,228.0,0.0,0.0,-1,0,0,1,1,0,0,1,6,1432
7043,7501,0.0,18.0,0.0,0.0,0.0,0.0,484.0,320.0,-1,0,0,1,1,0,0,1,6,1433
7044,7502,0.0,45.0,0.0,66.0,5974.0,0.0,0.0,625.0,1,1,0,0,0,1,0,0,3,241
7045,7503,1.0,26.0,0.0,224.687617481203,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,283
7046,7503,0.0,37.0,0.0,1577.0,11396.0,0.0,1014.0,560.0,1,0,0,1,0,1,0,1,2,283
7047,7504,0.0,30.0,0.0,0.0,2.0,0.0,690.0,86.0,-1,0,0,1,1,0,0,0,6,1552
7048,7505,0.0,51.0,1.0,511.0,0.0,291.0,4212.0,0.0,-1,0,0,1,0,0,1,0,6,1553
7049,7505,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,1553
7050,7505,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,1553
7051,7506,0.0,19.0,0.0,2110.0,0.0,0.0,0.0,1.0,-1,0,0,1,1,0,0,0,6,1554
7052,7507,0.0,19.0,0.0,0.0,789.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,5,499
7053,7507,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,5,499
7054,7507,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,1,5,499
7055,7508,0.0,23.0,0.0,3580.0,564.0,103.0,311.1387779083431,90.0,-1,0,0,1,0,1,0,1,2,284
7056,7509,0.0,37.0,0.0,1442.0,4.0,0.0,3.0,0.0,-1,0,0,1,1,0,0,1,6,1434
7057,7510,0.0,18.0,0.0,1092.0,0.0,208.0,150.0,0.0,-1,1,0,0,0,0,1,1,6,1435
7058,7512,0.0,29.0,0.0,5.0,598.0,173.72916912197996,0.0,0.0,-1,0,1,0,1,0,0,1,6,1436
7059,7513,0.0,25.0,0.0,0.0,779.0,0.0,2.0,6.0,-1,0,0,1,1,0,0,0,5,488
7060,7514,0.0,52.0,0.0,0.0,0.0,47.0,2059.0,0.0,-1,0,0,1,1,0,0,0,6,1555
7061,7515,1.0,24.0,0.0,0.0,0.0,0.0,0.0,304.8547912992357,-1,0,0,1,0,0,1,1,6,1437
7062,7515,0.0,0.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,0,0,1,0,0,1,1,6,1437
7063,7517,0.0,25.0,0.0,15.0,3.0,0.0,635.0,0.0,-1,0,1,0,1,0,0,0,6,1557
7064,7518,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,2,246
7065,7518,0.0,32.0,1.0,2502.0,700.0,1104.0,13902.0,484.0,-1,0,1,0,0,1,0,0,2,246
7066,7520,0.0,58.0,0.0,1366.0,257.0,0.0,0.0,311.0,-1,0,0,1,1,0,0,0,6,1559
7067,7521,0.0,44.0,0.0,657.0,0.0,103.0,0.0,394.0,-1,0,0,1,1,0,0,0,6,1560
7068,7522,0.0,41.0,0.0,0.0,0.0,0.0,0.0,908.0,-1,0,0,1,1,0,0,0,7,1214
7069,7523,0.0,24.0,0.0,0.0,0.0,643.0,167.0,0.0,1,0,0,1,1,0,0,1,7,1219
7070,7524,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,1215
7071,7524,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,7,1215
7072,7525,0.0,27.0,0.0,390.0,1377.0,0.0,2809.0,4914.0,-1,0,0,1,0,1,0,1,3,279
7073,7525,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,3,279
7074,7527,0.0,18.0,0.0,0.0,732.0,2.0,13.0,47.0,1,0,0,1,1,0,0,0,6,1561
7075,7529,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,1221
7076,7531,1.0,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,286
7077,7531,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,2,286
7078,7533,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,1,7,1223
7079,7534,0.0,40.0,0.0,420.0,0.0,345.0,1.0,0.0,-1,0,1,0,1,0,0,1,6,1439
7080,7535,0.0,19.0,0.0,122.0,2.0,0.0,480.0,565.0,1,0,0,1,1,0,0,0,6,1562
7081,7536,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,1440
7082,7538,0.0,48.0,1.0,313.0,2864.0,0.0,0.0,12424.0,-1,0,0,1,0,1,0,0,1,81
7083,7538,0.0,37.0,0.0,18.0,2669.0,0.0,1229.0,304.8547912992357,-1,1,0,0,0,1,0,0,1,81
7084,7542,0.0,35.0,0.0,4.0,53.0,0.0,0.0,844.0,-1,0,0,1,1,0,0,1,6,1442
7085,7543,0.0,29.0,0.0,0.0,0.0,702.0,0.0,56.0,-1,0,0,1,1,0,0,0,6,1564
7086,7544,0.0,54.0,0.0,118.0,0.0,0.0,669.0,0.0,-1,0,0,1,1,0,0,1,5,501
7087,7545,1.0,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,7,1225
7088,7549,0.0,22.0,0.0,0.0,19.0,1468.0,2.0,119.0,1,0,0,1,1,0,0,0,5,489
7089,7550,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,7,1216
7090,7552,0.0,26.0,0.0,0.0,652.0,97.0,43.0,0.0,1,0,0,1,1,0,0,0,5,490
7091,7553,0.0,19.0,0.0,10.0,24.0,0.0,0.0,565.0,-1,0,1,0,1,0,0,1,6,1444
7092,7559,0.0,22.0,0.0,0.0,0.0,441.0,0.0,423.0,-1,0,0,1,1,0,0,0,6,1569
7093,7560,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,3,244
7094,7561,0.0,18.0,0.0,388.0,182.0,0.0,66.0,140.0,-1,0,0,1,1,0,0,1,6,1445
7095,7563,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,6,1570
7096,7565,0.0,37.0,0.0,2.0,7272.0,0.0,50.0,1282.0,1,0,0,1,0,1,0,0,2,247
7097,7565,1.0,17.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,1,0,0,0,1,0,0,2,247
7098,7565,0.0,25.0,0.0,0.0,772.0,0.0,125.0,5913.0,-1,1,0,0,0,1,0,0,2,247
7099,7565,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,2,247
7100,7567,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0,1,7,1227
7101,7568,0.0,19.0,0.0,380.0,0.0,416.0,0.0,8.0,-1,0,0,1,1,0,0,0,6,1571
7102,7569,0.0,18.0,0.0,3591.0,0.0,158.0,0.0,120.0,-1,0,0,1,0,0,1,0,5,493
7103,7569,0.0,50.0,1.0,828.0,0.0,572.0,1367.0,0.0,-1,0,0,1,0,0,1,0,4,237
7104,7572,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,7,1228
7105,7573,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0,0,7,1217
7106,7574,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,2,287
7107,7576,0.0,23.0,0.0,30.0,2237.0,1.0,49.0,52.0,1,0,0,1,0,1,0,0,4,239
7108,7576,0.0,39.0,0.0,2.0,530.0,0.0,311.1387779083431,1360.0,-1,0,0,1,0,1,0,0,4,239
7109,7577,0.0,14.0,0.0,80.0,130.0,0.0,1323.0,0.0,-1,0,1,0,1,0,0,1,5,502
7110,7578,0.0,14.0,0.0,653.0,0.0,4.0,0.0,0.0,-1,1,0,0,1,0,0,0,6,1572
7111,7579,0.0,45.0,0.0,1.0,7.0,56.0,613.0,0.0,1,0,1,0,1,0,0,1,7,1229
7112,7580,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,1230
7113,7583,0.0,36.0,0.0,32.0,355.0,1826.0,9.0,0.0,1,0,0,1,0,0,1,0,6,1574
7114,7584,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,288
7115,7584,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,288
7116,7584,0.0,31.0,0.0,0.0,1000.0,0.0,19.0,1776.0,-1,0,0,1,1,0,0,1,2,288
7117,7585,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,3,281
7118,7585,0.0,39.0,0.0,8209.0,18.0,432.0,3560.0,54.0,-1,0,0,1,0,1,0,1,3,281
7119,7585,0.0,28.0,0.0,0.0,2674.0,1309.0,18.0,11.0,1,0,0,1,0,1,0,1,3,281
7120,7585,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,3,281
7121,7586,0.0,29.0,0.0,220.0,1130.0,0.0,7.0,951.0,1,0,0,1,0,1,0,0,3,245
7122,7588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,7,1219
7123,7588,0.0,15.0,0.0,0.0,714.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,7,1219
7124,7592,0.0,18.0,0.0,0.0,0.0,0.0,1586.0,0.0,-1,0,0,1,1,0,0,1,6,1450
7125,7594,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,3,282
7126,7595,0.0,36.0,0.0,0.0,7.0,661.0,0.0,93.0,1,0,0,1,1,0,0,1,6,1451
7127,7596,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,3,283
7128,7596,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,3,283
7129,7598,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,7,1231
7130,7599,0.0,44.0,0.0,0.0,204.0,135.0,225.0,223.0,-1,0,0,1,1,0,0,0,5,495
7131,7601,0.0,17.0,0.0,214.0,552.0,0.0,241.0,0.0,-1,0,0,1,1,0,0,1,7,1232
7132,7604,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,1579
7133,7604,0.0,23.0,0.0,463.0,0.0,658.0,0.0,0.0,-1,0,0,1,0,0,1,0,6,1579
7134,7605,0.0,28.0,0.0,2484.0,136.0,42.0,0.0,0.0,-1,1,0,0,0,0,1,1,6,1452
7135,7606,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,1453
7136,7608,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,1454
7137,7609,0.0,40.0,1.0,0.0,21.0,0.0,1503.0,1392.0,-1,1,0,0,0,1,0,0,1,83
7138,7609,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1,83
7139,7614,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,3,246
7140,7616,0.0,20.0,0.0,11.0,725.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,6,1457
7141,7618,0.0,18.0,0.0,761.0,21.0,27.0,0.0,0.0,1,0,0,1,1,0,0,1,7,1235
7142,7620,0.0,17.0,0.0,3651.0,0.0,2228.0,38.0,0.0,-1,0,0,1,0,0,1,0,6,1583
7143,7621,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,2,250
7144,7622,0.0,31.0,0.0,0.0,0.0,185.0,584.0,0.0,-1,0,0,1,1,0,0,1,7,1237
7145,7623,0.0,40.0,0.0,0.0,0.0,84.0,798.0,0.0,-1,0,0,1,1,0,0,0,7,1223
7146,7624,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,1,3,284
7147,7625,0.0,21.0,0.0,0.0,0.0,114.0,2.0,683.0,-1,0,0,1,1,0,0,1,6,1458
7148,7626,0.0,29.0,0.0,767.0,16.0,9.0,0.0,0.0,-1,0,0,1,1,0,0,0,5,496
7149,7627,0.0,63.0,0.0,0.0,5036.0,4.0,519.0,0.0,1,1,0,0,0,1,0,1,1,92
7150,7628,0.0,19.0,0.0,37.0,0.0,1288.0,0.0,0.0,1,0,0,1,0,0,1,0,6,1584
7151,7628,0.0,36.0,0.0,1103.0,3.0,0.0,0.0,659.0,-1,0,0,1,0,0,1,0,4,240
7152,7630,0.0,48.0,0.0,0.0,172.0,115.0,1.0,645.0,-1,1,0,0,1,0,0,0,6,1585
7153,7631,0.0,33.0,0.0,81.0,1125.0,481.0,505.0,1261.0,-1,0,0,1,0,1,0,0,5,497
7154,7632,0.0,28.0,0.0,2703.0,0.0,4.0,1.0,0.0,-1,0,0,1,0,0,1,1,4,226
7155,7633,0.0,39.0,0.0,0.0,0.0,0.0,847.0,1.0,-1,0,0,1,1,0,0,0,7,1224
7156,7634,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,1239
7157,7635,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,2,289
7158,7639,1.0,44.0,0.0,0.0,0.0,0.0,311.1387779083431,0.0,1,1,0,0,0,1,0,1,2,290
7159,7640,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,1226
7160,7641,0.0,21.0,0.0,618.0,33.0,1.0,2.0,0.0,1,1,0,0,1,0,0,0,6,1586
7161,7643,0.0,53.0,0.0,8.0,1489.0,0.0,2723.0,7401.0,-1,1,0,0,0,1,0,0,3,247
7162,7643,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,3,247
7163,7644,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,7,1227
7164,7646,0.0,25.0,0.0,0.0,16016.0,1025.0,189.0,1037.0,1,1,0,0,0,1,0,1,3,285
7165,7646,0.0,44.0,1.0,3010.0,26.0,0.0,62.0,904.0,-1,1,0,0,0,1,0,1,3,285
7166,7646,0.0,24.0,0.0,145.0,4224.0,0.0,5.0,61.0,1,1,0,0,0,1,0,1,3,285
7167,7647,0.0,24.0,0.0,0.0,7.0,127.0,639.0,37.0,-1,0,0,1,1,0,0,1,7,1240
7168,7649,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,1241
7169,7650,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,1242
7170,7650,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0,1,7,1242
7171,7650,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,7,1242
7172,7650,0.0,18.0,0.0,711.0,12.0,0.0,83.0,0.0,1,0,0,1,1,0,0,1,6,1461
7173,7650,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,7,1242
7174,7652,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,2,292
7175,7656,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,7,1244
7176,7660,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,2,294
7177,7661,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,1245
7178,7665,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,1229
7179,7666,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,1591
7180,7667,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,2,251
7181,7669,0.0,24.0,0.0,224.687617481203,636.0,136.0,37.0,0.0,-1,0,0,1,1,0,0,0,7,1230
7182,7670,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,1465
7183,7671,0.0,29.0,0.0,0.0,7.0,31.0,700.0,0.0,-1,0,0,1,1,0,0,1,6,1466
7184,7676,0.0,37.0,1.0,2771.0,0.0,6.0,1.0,10.0,-1,0,0,1,0,0,1,1,4,227
7185,7677,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0,1,7,1247
7186,7678,0.0,42.0,0.0,1132.0,0.0,0.0,77.0,608.0,-1,0,0,1,1,0,0,0,7,1231
7187,7678,1.0,54.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,1231
7188,7679,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,1232
7189,7680,0.0,27.0,0.0,0.0,6.0,0.0,7786.0,0.0,-1,0,0,1,0,1,0,0,3,250
7190,7682,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,7,1248
7191,7683,0.0,28.0,0.0,0.0,817.0,58.0,0.0,25.0,1,0,0,1,1,0,0,1,6,1467
7192,7684,0.0,24.0,0.0,812.0,5450.0,0.0,1.0,262.0,1,0,0,1,0,1,0,1,3,286
7193,7687,0.0,20.0,0.0,0.0,0.0,8.0,1.0,1175.0,-1,0,1,0,1,0,0,0,6,1596
7194,7688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,1233
7195,7689,0.0,24.0,0.0,0.0,96.0,0.0,597.0,0.0,-1,0,0,1,1,0,0,0,6,1597
7196,7690,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,1234
7197,7691,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,1598
7198,7692,0.0,32.0,1.0,0.0,48.0,0.0,3204.0,112.0,-1,1,0,0,0,1,0,1,3,287
7199,7693,0.0,36.0,0.0,0.0,2979.0,0.0,68.0,347.0,1,0,0,1,0,1,0,0,2,252
7200,7693,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,2,252
7201,7694,0.0,30.0,0.0,574.0,0.0,173.72916912197996,25.0,2.0,-1,0,0,1,1,0,0,0,6,1599
7202,7696,0.0,34.0,0.0,751.0,0.0,185.0,0.0,77.0,-1,0,0,1,0,0,1,0,5,499
7203,7696,0.0,37.0,0.0,1000.0,0.0,80.0,40.0,0.0,-1,0,0,1,0,0,1,0,6,1601
7204,7697,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,295
7205,7697,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,2,295
7206,7698,0.0,39.0,0.0,332.0,0.0,728.0,2.0,86.0,1,0,0,1,0,0,1,0,6,1602
7207,7699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,7,1235
7208,7700,0.0,54.0,0.0,1144.0,140.0,2.0,2.0,0.0,-1,0,0,1,0,0,1,0,6,1603
7209,7702,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,1236
7210,7703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,1251
7211,7703,1.0,13.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,0,0,1,1,0,0,1,7,1251
7212,7705,0.0,46.0,0.0,5888.0,458.0772032902468,13.0,12.0,0.0,-1,0,0,1,0,0,1,1,6,1470
7213,7707,0.0,23.0,0.0,40.0,4.0,9.0,318.0,1413.0,-1,0,0,1,1,0,0,0,7,1237
7214,7708,0.0,18.0,0.0,110.0,103.0,471.0,11.0,1.0,-1,0,0,1,1,0,0,1,6,1471
7215,7709,0.0,27.0,0.0,2647.0,0.0,0.0,42.0,32.0,-1,0,1,0,1,0,0,0,6,1604
7216,7709,1.0,24.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,-1,0,1,0,1,0,0,0,7,1238
7217,7710,0.0,27.0,0.0,118.0,1769.0,4127.0,118.0,619.0,1,0,0,1,0,1,0,0,2,253
7218,7711,0.0,24.0,0.0,0.0,82.0,0.0,1624.0,77.0,-1,0,0,1,1,0,0,0,4,241
7219,7712,0.0,25.0,1.0,1.0,4298.0,0.0,0.0,2.0,1,0,0,1,0,1,0,1,1,93
7220,7713,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,296
7221,7714,0.0,19.0,0.0,0.0,28.0,62.0,24.0,1686.0,-1,0,0,1,1,0,0,0,7,1239
7222,7715,0.0,18.0,0.0,1.0,5.0,305.0,347.0,0.0,-1,1,0,0,1,0,0,0,6,1605
7223,7716,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,5,500
7224,7717,0.0,64.0,0.0,0.0,0.0,0.0,563.0,344.0,-1,0,0,1,1,0,0,0,7,1240
7225,7719,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,5,506
7226,7720,0.0,53.0,0.0,0.0,0.0,754.0,46.0,0.0,-1,1,0,0,1,0,0,0,6,1606
7227,7721,0.0,27.0,0.0,83.0,0.0,2621.0,5.0,0.0,1,0,0,1,0,0,1,0,4,242
7228,7723,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,2,254
7229,7724,0.0,25.0,0.0,338.0,319.0,32.0,15.0,0.0,-1,0,0,1,0,0,1,1,6,1472
7230,7727,0.0,33.0,0.0,0.0,0.0,0.0,436.0,224.0,1,1,0,0,1,0,0,1,5,507
7231,7728,0.0,27.0,0.0,0.0,9.0,0.0,40.0,7621.0,-1,0,0,1,0,1,0,1,3,289
7232,7729,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,3,251
7233,7731,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,2,255
7234,7736,0.0,27.0,0.0,1730.0,0.0,379.0,5.0,0.0,-1,0,0,1,0,0,1,0,5,502
7235,7738,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,1476
7236,7739,0.0,22.0,0.0,60.0,48.0,0.0,0.0,500.0,-1,0,0,1,1,0,0,0,6,1609
7237,7741,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,7,1252
7238,7741,0.0,24.0,0.0,9.0,769.0,9.0,0.0,0.0,-1,0,0,1,1,0,0,1,5,508
7239,7742,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,1477
7240,7742,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,1477
7241,7743,0.0,63.0,0.0,0.0,243.0,0.0,777.0,0.0,-1,0,0,1,1,0,0,0,7,1244
7242,7744,0.0,19.0,0.0,0.0,4534.0,0.0,617.0,1156.0,-1,0,0,1,0,1,0,1,2,298
7243,7744,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,298
7244,7746,1.0,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,6,82
7245,7747,0.0,41.0,0.0,688.0,31.0,1880.0,0.0,304.8547912992357,-1,0,0,1,0,0,1,0,6,1611
7246,7748,0.0,44.0,0.0,18.0,1451.0,0.0,279.0,64.0,-1,0,0,1,0,1,0,1,1,94
7247,7748,0.0,39.0,1.0,0.0,395.0,0.0,1012.0,1080.0,-1,0,0,1,0,1,0,1,1,94
7248,7749,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,4,244
7249,7749,0.0,37.0,0.0,416.0,56.0,1912.0,0.0,0.0,-1,0,0,1,0,0,1,0,4,244
7250,7751,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,3,252
7251,7752,0.0,18.0,0.0,0.0,0.0,0.0,746.0,1.0,-1,0,1,0,1,0,0,1,6,1480
7252,7753,1.0,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0,0,7,1245
7253,7754,0.0,55.0,0.0,1.0,2670.0,34.0,542.0,1339.0,1,1,0,0,0,1,0,1,2,299
7254,7755,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,5,503
