,PassengerGroup,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Destination: 55 Cancri e,Destination: PSO J318.5-22,Destination: TRAPPIST-1e,HomePlanet: Earth,HomePlanet: Europa,HomePlanet: Mars,CabinSide: Starboard,CabinDeck,CabinNumber,Transported
7304,7813,0.0,27.0,0.0,0.0,55.0,0.0,740.0,85.0,0,0,1,1,0,0,0,6,1622,-1
7305,7815,0.0,27.0,0.0,0.0,605.0,0.0,0.0,0.0,0,1,0,1,0,0,1,6,1496,1
7307,7818,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,1257,-1
7308,7820,0.0,24.0,0.0,0.0,0.0,809.0,0.0,0.0,1,0,0,1,0,0,0,7,1258,1
7310,7824,0.0,18.0,0.0,0.0,76.0,0.0,993.0,6.0,0,1,0,1,0,0,0,6,1624,-1
7311,7828,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,1266,-1
7312,7829,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,1267,1
7313,7830,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,1268,1
7314,7830,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,1268,1
7317,7831,0.0,16.0,0.0,1095.0,0.0,54.0,0.0,0.0,0,0,1,0,0,1,0,6,1626,-1
7318,7832,0.0,19.0,0.0,1823.0,36.0,81.0,0.0,0.0,0,0,1,0,0,1,1,4,228,-1
7319,7833,0.0,34.0,0.0,0.0,3424.0,6.0,2445.0,1128.0,1,0,0,0,1,0,1,2,305,-1
7320,7833,0.0,34.0,0.0,11.0,3299.0,0.0,1013.0,15.0,0,0,1,0,1,0,1,2,305,1
7321,7834,0.0,24.0,0.0,482.0,967.0,349.0,19.0,0.0,0,0,1,1,0,0,1,7,1269,-1
7322,7835,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,1270,-1
7323,7837,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,2,306,1
7324,7837,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,2,306,1
7325,7839,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,1259,-1
7326,7840,0.0,18.0,0.0,328.0,0.0,0.0,24.0,309.0,0,1,0,1,0,0,1,6,1500,-1
7327,7841,0.0,43.0,0.0,6.0,25.0,0.0,5250.0,0.0,0,1,0,1,0,0,0,7,1260,-1
7328,7841,0.0,48.0,0.0,0.0,0.0,501.0,242.0,0.0,0,1,0,1,0,0,0,6,1627,-1
7329,7842,0.0,46.0,0.0,52.0,0.0,1185.0,61.0,0.0,0,0,1,0,0,1,1,5,513,1
7331,7845,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,2,307,1
7332,7847,0.0,34.0,0.0,0.0,9.0,617.0,0.0,281.0,0,0,1,1,0,0,0,7,1261,-1
7334,7848,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,1501,1
7335,7849,0.0,22.0,0.0,558.0,63.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,1271,-1
7336,7850,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,514,-1
7337,7851,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,1629,1
7338,7852,0.0,15.0,0.0,0.0,6.0,0.0,981.0,0.0,0,0,1,1,0,0,0,5,508,-1
7340,7853,0.0,31.0,0.0,166.0,0.0,297.0,835.0,0.0,0,0,1,0,0,1,1,5,515,-1
7341,7853,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,1502,1
7343,7858,0.0,21.0,0.0,9.0,0.0,0.0,25.0,811.0,0,0,1,1,0,0,0,7,1264,-1
7344,7858,0.0,16.0,0.0,0.0,11.0,0.0,863.0,0.0,1,0,0,1,0,0,0,6,1630,-1
7345,7858,0.0,40.0,0.0,634.0,60.0,134.0,0.0,0.0,0,0,1,1,0,0,0,6,1630,-1
7348,7863,0.0,17.0,0.0,99.0,516.0,1967.0,0.0,6.0,0,0,1,1,0,0,1,6,1505,1
7349,7864,0.0,37.0,0.0,19.0,443.0,1769.0,0.0,3.0,1,0,0,1,0,0,1,6,1506,1
7350,7865,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,3,293,1
7351,7865,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,3,293,1
7352,7865,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,3,293,1
7353,7866,0.0,43.0,0.0,0.0,16856.0,0.0,4344.0,977.0,1,0,0,0,1,0,0,3,255,-1
7354,7868,0.0,17.0,0.0,6256.0,0.0,0.0,1.0,21.0,1,0,0,1,0,0,1,5,517,-1
7355,7870,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,2,257,1
7358,7872,0.0,38.0,0.0,0.0,0.0,0.0,1714.0,0.0,0,0,1,1,0,0,0,7,1267,-1
7359,7872,0.0,25.0,0.0,131.0,124.0,408.0,196.0,9.0,0,0,1,1,0,0,0,6,1633,-1
7360,7872,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,1267,-1
7361,7872,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,1267,1
7362,7872,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,1267,1
7364,7873,0.0,19.0,0.0,0.0,721.0,0.0,25.0,1.0,0,0,1,1,0,0,0,6,1634,1
7365,7875,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,2,309,1
7366,7877,0.0,49.0,0.0,0.0,1738.0,0.0,19.0,0.0,0,0,1,1,0,0,0,7,1268,-1
7367,7878,0.0,18.0,0.0,0.0,0.0,32.0,0.0,673.0,0,0,1,1,0,0,0,7,1269,-1
7368,7879,0.0,25.0,0.0,0.0,478.0,71.0,11.0,162.0,0,0,1,1,0,0,0,7,1270,-1
7370,7882,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,1271,-1
7371,7882,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,1271,1
7372,7883,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,1272,1
7373,7884,0.0,23.0,0.0,1610.0,2.0,465.0,0.0,0.0,0,0,1,0,0,1,0,5,512,-1
7374,7885,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,1273,1
7375,7886,0.0,16.0,0.0,0.0,11.0,0.0,8.0,827.0,0,0,1,1,0,0,0,7,1274,-1
7376,7888,0.0,29.0,0.0,37.0,0.0,644.0,0.0,177.0,0,0,1,1,0,0,1,5,518,1
7377,7889,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,3,256,1
7378,7890,0.0,58.0,0.0,0.0,268.0,0.0,109.0,594.0,0,0,1,1,0,0,1,6,1508,-1
7379,7890,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,1273,1
7381,7891,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,1274,1
7383,7892,0.0,18.0,0.0,196.0,0.0,744.0,0.0,0.0,0,0,1,0,0,1,0,6,1636,1
7384,7894,0.0,29.0,0.0,46.0,68.0,589.0,88.0,0.0,1,0,0,1,0,0,1,5,519,1
7385,7895,0.0,21.0,0.0,102.0,9.0,21.0,464.0,104.0,1,0,0,1,0,0,1,6,1509,-1
7387,7899,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,1275,-1
7388,7899,0.0,40.0,0.0,0.0,0.0,14.0,785.0,10.0,0,0,1,1,0,0,1,7,1275,-1
7389,7899,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,1275,1
7390,7901,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,1512,1
7392,7902,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,1276,1
7393,7902,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,1276,-1
7394,7902,0.0,23.0,0.0,1.0,700.0,0.0,7.0,136.0,0,0,1,1,0,0,0,7,1276,-1
7395,7903,0.0,39.0,0.0,472.0,0.0,0.0,173.0,0.0,0,0,1,1,0,0,0,6,1638,-1
7397,7904,0.0,26.0,0.0,485.0,8.0,3958.0,0.0,0.0,0,0,1,1,0,0,0,7,1277,1
7398,7905,0.0,31.0,0.0,0.0,87.0,0.0,2263.0,224.0,0,0,1,0,1,0,1,3,296,-1
7401,7907,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,1513,1
7402,7908,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,2,310,1
7405,7914,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,1278,-1
7406,7914,0.0,24.0,0.0,0.0,80.0,106.0,344.0,0.0,0,0,1,1,0,0,0,7,1278,-1
7407,7914,0.0,47.0,0.0,397.0,0.0,321.0,0.0,5.0,0,0,1,1,0,0,0,7,1278,1
7408,7916,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,1279,-1
7409,7918,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,1640,1
7410,7919,0.0,21.0,0.0,90.0,0.0,817.0,0.0,0.0,0,0,1,1,0,0,0,7,1281,-1
7411,7920,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,1515,1
7412,7922,0.0,39.0,0.0,3030.0,79.0,0.0,0.0,0.0,0,0,1,1,0,0,1,6,1517,-1
7413,7924,0.0,28.0,0.0,589.0,57.0,0.0,0.0,0.0,0,0,1,1,0,0,0,6,1642,-1
7415,7929,0.0,31.0,0.0,0.0,910.0,58.0,1654.0,1217.0,0,0,1,0,1,0,1,2,311,-1
7417,7935,0.0,41.0,0.0,84.0,0.0,6.0,811.0,2.0,0,0,1,1,0,0,1,6,1520,1
7418,7936,0.0,21.0,0.0,7.0,0.0,622.0,0.0,0.0,0,0,1,1,0,0,0,6,1644,-1
7421,7937,0.0,36.0,0.0,0.0,9532.0,0.0,2326.0,461.0,0,0,1,0,1,0,1,4,229,-1
7422,7937,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,4,229,1
7423,7939,0.0,27.0,0.0,0.0,593.0,0.0,259.0,0.0,0,0,1,1,0,0,1,7,1281,-1
7424,7940,0.0,40.0,0.0,580.0,0.0,447.0,6.0,0.0,0,0,1,1,0,0,1,6,1521,-1
7425,7941,0.0,41.0,0.0,0.0,116.0,10705.0,9181.0,10.0,0,0,1,0,1,0,0,3,257,-1
7426,7943,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,2,258,1
7427,7943,0.0,36.0,1.0,2.0,6504.0,0.0,98.0,4.0,0,1,0,0,1,0,0,2,258,1
7428,7944,0.0,15.0,0.0,31.0,804.0,1.0,4732.0,2577.0,0,0,1,0,1,0,1,4,230,-1
7429,7944,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,4,230,1
7430,7945,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,1522,1
7431,7946,0.0,24.0,0.0,0.0,0.0,604.0,0.0,91.0,0,1,0,1,0,0,0,6,1645,1
7432,7947,0.0,28.0,0.0,1811.0,1.0,57.0,0.0,0.0,0,0,1,0,0,1,0,6,1646,-1
7436,7950,0.0,22.0,0.0,10.0,0.0,624.0,0.0,85.0,1,0,0,1,0,0,0,5,516,1
7437,7950,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,1287,1
7439,7952,0.0,53.0,0.0,868.0,0.0,686.0,520.0,24.0,0,0,1,0,0,1,1,5,524,-1
7440,7954,0.0,29.0,0.0,30.0,0.0,0.0,0.0,780.0,1,0,0,1,0,0,1,7,1284,-1
7441,7955,0.0,21.0,0.0,640.0,0.0,144.0,104.0,0.0,0,0,1,1,0,0,0,7,1288,-1
7442,7957,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,1285,1
7443,7958,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,525,1
7445,7962,0.0,14.0,0.0,0.0,360.0,0.0,25.0,1340.0,0,0,1,1,0,0,0,7,1290,-1
7447,7968,0.0,55.0,0.0,376.0,0.0,858.0,0.0,31.0,0,0,1,0,0,1,1,4,232,1
7448,7970,0.0,18.0,0.0,0.0,3492.0,0.0,506.0,8.0,1,0,0,0,1,0,0,3,258,1
7449,7972,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,2,260,1
7452,7974,0.0,27.0,0.0,0.0,2318.0,1127.0,2423.0,115.0,0,0,1,0,1,0,0,3,259,-1
7454,7976,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,1289,1
7455,7981,0.0,24.0,0.0,24.0,174.0,0.0,509.0,15.0,0,0,1,1,0,0,0,6,1652,-1
7456,7981,0.0,22.0,0.0,31.0,0.0,1.0,25.0,757.0,0,0,1,1,0,0,0,7,1293,-1
7457,7982,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,2,261,-1
7458,7982,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,2,261,1
7460,7984,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,1653,1
7461,7984,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,1653,1
7462,7984,0.0,23.0,0.0,649.0,0.0,622.0,0.0,0.0,0,0,1,0,0,1,0,6,1653,1
7463,7984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,1653,1
7465,7986,0.0,21.0,0.0,838.0,45.0,455.0,0.0,0.0,0,0,1,0,0,1,0,6,1655,-1
7466,7987,0.0,40.0,0.0,3809.0,0.0,21.0,0.0,1.0,0,0,1,0,0,1,0,4,248,-1
7467,7988,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,2,313,1
7468,7989,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,1290,-1
7469,7990,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,7,1294,1
7470,7993,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,1,96,1
7471,7993,1.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,96,1
7472,7994,0.0,25.0,0.0,153.0,0.0,0.0,388.0,0.0,0,1,0,1,0,0,0,7,1295,-1
7474,7996,0.0,39.0,0.0,17.0,334.0,708.0,17.0,366.0,0,0,1,1,0,0,0,6,1657,-1
7475,7999,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,2,262,1
7477,8000,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,1292,1
7478,8003,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,1659,1
7479,8004,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,6,1527,1
7480,8005,0.0,22.0,0.0,0.0,15.0,0.0,548.0,124.0,1,0,0,1,0,0,1,6,1528,-1
7481,8005,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,1293,1
7482,8005,0.0,35.0,0.0,676.0,0.0,0.0,0.0,40.0,0,0,1,1,0,0,1,6,1528,-1
7483,8006,0.0,22.0,0.0,0.0,1145.0,0.0,0.0,371.0,0,0,1,1,0,0,1,6,1529,-1
7484,8007,0.0,26.0,0.0,0.0,0.0,1.0,886.0,0.0,0,0,1,1,0,0,0,7,1296,-1
7485,8007,0.0,24.0,0.0,0.0,0.0,92.0,1492.0,0.0,0,1,0,1,0,0,0,5,517,1
7486,8010,0.0,59.0,0.0,0.0,2593.0,0.0,98.0,0.0,0,0,1,0,1,0,1,3,300,1
7487,8012,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,1531,1
7488,8012,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,530,-1
7489,8012,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,1531,1
7490,8014,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,1294,1
7492,8015,0.0,36.0,0.0,0.0,244.0,0.0,5432.0,2302.0,0,0,1,0,1,0,1,2,315,-1
7493,8015,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,2,315,1
7494,8016,0.0,15.0,0.0,0.0,10.0,0.0,595.0,381.0,0,0,1,1,0,0,1,5,531,-1
7495,8018,0.0,54.0,0.0,0.0,0.0,5.0,1268.0,26.0,0,0,1,1,0,0,1,6,1532,-1
7496,8019,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,1660,1
7497,8020,0.0,22.0,0.0,668.0,79.0,0.0,0.0,1.0,0,0,1,1,0,0,0,6,1661,-1
7498,8021,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,1298,-1
7499,8023,0.0,14.0,0.0,0.0,4545.0,271.0,199.0,1377.0,0,0,1,0,1,0,0,4,249,1
7500,8023,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,4,249,1
7501,8024,0.0,73.0,0.0,16.0,0.0,722.0,2.0,89.0,0,0,1,1,0,0,1,6,1533,-1
7502,8025,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,2,263,1
7503,8026,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,1534,1
7504,8027,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,1297,-1
7505,8027,0.0,27.0,0.0,31.0,225.0,331.0,0.0,14.0,1,0,0,1,0,0,1,6,1535,-1
7506,8029,0.0,31.0,0.0,779.0,0.0,3.0,57.0,0.0,0,0,1,1,0,0,1,7,1298,-1
7508,8031,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,4,250,1
7509,8032,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,85,1
7511,8034,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,532,-1
7513,8035,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,1536,1
7514,8036,0.0,51.0,0.0,172.0,350.0,0.0,16.0,1005.0,0,0,1,1,0,0,1,6,1537,-1
7515,8036,0.0,35.0,0.0,0.0,0.0,62.0,0.0,891.0,0,0,1,1,0,0,1,6,1537,-1
7516,8037,0.0,14.0,0.0,0.0,476.0,249.0,177.0,0.0,0,0,1,1,0,0,1,6,1538,-1
7518,8038,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,3,301,1
7520,8043,0.0,45.0,0.0,5.0,17901.0,0.0,79.0,281.0,1,0,0,0,1,0,1,1,97,1
7522,8043,0.0,39.0,1.0,1.0,392.0,64.0,148.0,1367.0,0,0,1,0,1,0,1,1,97,1
7523,8043,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,97,1
7524,8046,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,1300,1
7525,8049,0.0,22.0,0.0,6.0,21.0,0.0,782.0,0.0,0,0,1,1,0,0,0,7,1301,-1
7526,8050,0.0,30.0,0.0,0.0,34.0,143.0,275.0,0.0,0,1,0,1,0,0,1,7,1300,-1
7528,8050,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,1300,1
7529,8052,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,1302,-1
7530,8052,0.0,18.0,0.0,0.0,0.0,0.0,1.0,335.0,0,1,0,1,0,0,1,7,1302,-1
7531,8053,0.0,29.0,0.0,1544.0,1.0,206.0,0.0,0.0,0,0,1,0,0,1,0,6,1663,-1
7533,8055,0.0,27.0,0.0,0.0,0.0,846.0,59.0,0.0,0,0,1,1,0,0,1,5,533,-1
7534,8056,0.0,54.0,0.0,0.0,793.0,0.0,87.0,1567.0,0,0,1,0,1,0,0,3,262,-1
7535,8056,0.0,28.0,0.0,40.0,9012.0,0.0,111.0,551.0,0,0,1,0,1,0,0,3,262,1
7536,8057,1.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,2,267,1
7537,8057,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,2,267,1
7538,8058,0.0,29.0,0.0,12.0,2.0,0.0,432.0,1548.0,0,0,1,1,0,0,0,6,1664,-1
7540,8060,0.0,39.0,0.0,1369.0,259.0,960.0,1.0,29.0,0,0,1,0,0,1,1,6,1541,-1
7541,8060,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,1541,1
7544,8064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,534,1
7545,8064,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,534,-1
7546,8066,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,1544,1
7548,8068,0.0,20.0,0.0,0.0,52.0,0.0,110.0,614.0,0,0,1,1,0,0,1,6,1545,-1
7549,8069,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,4,234,1
7550,8071,0.0,53.0,0.0,0.0,0.0,716.0,0.0,0.0,0,0,1,1,0,0,1,6,1546,1
7551,8072,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,4,236,1
7552,8072,0.0,35.0,0.0,0.0,5500.0,0.0,180.0,3173.0,1,0,0,0,1,0,1,4,236,-1
7553,8075,0.0,19.0,0.0,355.0,0.0,0.0,0.0,284.0,1,0,0,1,0,0,1,6,1547,-1
7555,8076,0.0,29.0,0.0,2686.0,0.0,0.0,2854.0,2553.0,1,0,0,0,1,0,0,3,263,-1
7556,8077,0.0,20.0,0.0,721.0,122.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,1304,-1
7558,8079,0.0,21.0,0.0,505.0,0.0,0.0,0.0,110.0,0,1,0,1,0,0,1,6,1548,1
7559,8081,0.0,39.0,0.0,2.0,15450.0,336.0,1.0,904.0,1,0,0,0,1,0,0,4,251,1
7560,8082,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,1305,-1
7561,8082,0.0,20.0,0.0,1842.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,6,1668,1
7562,8083,0.0,18.0,0.0,595.0,134.0,7.0,0.0,0.0,0,0,1,1,0,0,0,6,1669,-1
7566,8087,0.0,62.0,0.0,33.0,3518.0,0.0,394.0,0.0,0,0,1,0,1,0,0,2,268,1
7567,8088,0.0,23.0,0.0,1.0,0.0,11.0,0.0,2336.0,0,0,1,0,0,1,0,5,521,-1
7569,8089,0.0,19.0,0.0,0.0,0.0,1761.0,0.0,36.0,0,0,1,1,0,0,0,6,1671,1
7570,8091,0.0,29.0,0.0,18.0,7.0,0.0,0.0,779.0,0,0,1,1,0,0,0,6,1672,-1
7571,8092,0.0,31.0,0.0,0.0,4655.0,135.0,2075.0,402.0,0,0,1,0,1,0,1,4,238,1
7573,8092,0.0,41.0,0.0,0.0,3216.0,0.0,433.0,517.0,0,0,1,0,1,0,1,4,238,-1
7574,8094,0.0,60.0,0.0,19.0,7316.0,0.0,0.0,1781.0,0,0,1,0,1,0,0,3,265,1
7576,8098,0.0,69.0,1.0,0.0,269.0,0.0,190.0,9033.0,0,0,1,0,1,0,0,2,269,-1
7577,8098,0.0,44.0,0.0,9.0,2311.0,0.0,633.0,1.0,1,0,0,0,1,0,0,2,269,1
7579,8098,0.0,26.0,0.0,0.0,11598.0,0.0,3.0,386.0,1,0,0,0,1,0,0,2,269,1
7580,8102,0.0,30.0,0.0,4.0,0.0,442.0,2441.0,0.0,0,0,1,1,0,0,0,6,1674,-1
7581,8103,0.0,34.0,0.0,81.0,0.0,492.0,122.0,0.0,0,0,1,0,0,1,0,6,1675,-1
7582,8105,0.0,18.0,0.0,0.0,0.0,15.0,570.0,84.0,0,1,0,1,0,0,0,6,1677,-1
7583,8106,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,1306,1
7584,8107,0.0,71.0,0.0,48.0,43.0,0.0,78.0,534.0,0,1,0,1,0,0,0,6,1678,-1
7585,8108,0.0,19.0,0.0,150.0,605.0,0.0,0.0,1.0,0,1,0,1,0,0,1,6,1552,-1
7586,8112,0.0,23.0,0.0,90.0,4.0,0.0,7.0,588.0,0,1,0,1,0,0,1,6,1553,-1
7587,8115,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,2,318,1
7588,8115,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,2,318,1
7589,8116,0.0,28.0,0.0,49.0,0.0,0.0,2.0,1136.0,1,0,0,0,0,1,0,4,252,-1
7590,8117,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,2,319,1
7591,8117,0.0,24.0,0.0,0.0,809.0,0.0,4928.0,143.0,0,0,1,0,1,0,1,2,319,-1
7593,8118,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,1310,-1
7594,8119,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,6,1555,-1
7597,8120,0.0,36.0,0.0,0.0,4260.0,0.0,0.0,1678.0,1,0,0,0,1,0,0,4,253,1
7600,8122,0.0,37.0,0.0,79.0,218.0,0.0,442.0,659.0,0,0,1,0,1,0,1,3,302,1
7601,8122,0.0,26.0,0.0,0.0,13.0,0.0,3803.0,3557.0,0,0,1,0,1,0,1,3,302,-1
7602,8123,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,1312,-1
